"NIT","RAZON SOCIAL","AÑO","MES","MUNICIPIO","ESTRATO","No. SUSCRIPTORES ACUEDUCTO","CONSUMO M3 ACUEDUCTO","PROMEDIO CONSUMO ACUEDUCTO","No. SUSCRIPTORES ALCANTARILLADO","CONSUMO M3 ALCANTARILLADO","PROMEDIO CONSUMO ALCANTARILLADO"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ANSERMA","Industrial","1","3","3","1","3","3"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ANSERMA","Comercial","507","4.629","9.13","499","4.431","8.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ANSERMA","Publico / Oficial","51","3.811","74.73","43","2.842","66.09"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARAUCA","Estrato1","642","6.67","10.39","564","5.862","10.39"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARAUCA","Estrato2","670","8.52","12.72","609","7.713","12.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARAUCA","Estrato3","39","539","13.82","39","539","13.82"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARAUCA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARAUCA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARAUCA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARAUCA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARAUCA","Comercial","82","873","10.65","80","847","10.59"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARAUCA","Publico / Oficial","14","1.101","78.64","10","508","50.8"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARMA","Estrato1","38","360","9.47","28","255","9.11"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARMA","Estrato2","321","2.698","8.4","272","2.221","8.17"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARMA","Estrato3","39","355","9.1","25","203","8.12"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARMA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARMA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARMA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARMA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARMA","Comercial","66","615","9.32","37","133","3.59"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","ARMA","Publico / Oficial","7","220","31.43","5","198","39.6"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","BELALCAZAR","Estrato1","397","5.888","14.83","308","2.866","9.31"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","BELALCAZAR","Estrato2","636","6.588","10.36","514","4.609","8.97"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","BELALCAZAR","Estrato3","337","3.149","9.34","320","2.842","8.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","BELALCAZAR","Estrato4","4","72","18","2","44","22"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","BELALCAZAR","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","BELALCAZAR","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","BELALCAZAR","Industrial","1","11","11","1","11","11"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","BELALCAZAR","Comercial","105","1.291","12.3","90","886","9.84"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","BELALCAZAR","Publico / Oficial","24","543","22.63","21","461","21.95"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","CHINCHINA","Estrato1","1.524","24.729","16.23","1.434","23.121","16.12"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","CHINCHINA","Estrato2","4.463","75.819","16.99","4.251","71.257","16.76"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","CHINCHINA","Estrato3","3.002","49.705","16.56","2.989","49.429","16.54"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","CHINCHINA","Estrato4","1.618","23.721","14.66","1.615","23.541","14.58"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","CHINCHINA","Estrato5","182","12.043","66.17","177","11.964","67.59"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","CHINCHINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","CHINCHINA","Industrial","8","79.783","9,972.88","5","72.498","14,499.6"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","CHINCHINA","Comercial","840","15.93","18.96","798","13.827","17.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","CHINCHINA","Publico / Oficial","75","10.358","138.11","73","10.287","140.92"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","FILADELFIA","Estrato1","237","2.057","8.68","203","1.691","8.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","FILADELFIA","Estrato2","549","4.753","8.66","541","4.197","7.76"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","FILADELFIA","Estrato3","500","3.989","7.98","499","3.973","7.96"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","FILADELFIA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","FILADELFIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","FILADELFIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","FILADELFIA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","FILADELFIA","Comercial","87","541","6.22","86","534","6.21"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","FILADELFIA","Publico / Oficial","23","1.204","52.35","20","1.143","57.15"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","GUARINOCITO","Estrato1","190","2.478","13.04","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","GUARINOCITO","Estrato2","535","8.076","15.1","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","GUARINOCITO","Estrato3","16","324","20.25","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","GUARINOCITO","Estrato4","3","181","60.33","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","GUARINOCITO","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","GUARINOCITO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","GUARINOCITO","Industrial","1","32","32","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","GUARINOCITO","Comercial","75","4.442","59.23","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","GUARINOCITO","Publico / Oficial","8","560","70","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","KILOMETRO 41","Estrato1","125","1.204","9.63","28","270","9.64"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","KILOMETRO 41","Estrato2","276","2.769","10.03","202","1.811","8.97"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","KILOMETRO 41","Estrato3","47","617","13.13","16","110","6.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","KILOMETRO 41","Estrato4","14","363","25.93","2","63","31.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","KILOMETRO 41","Estrato5","41","164","4","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","KILOMETRO 41","Estrato6","1","1","1","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","KILOMETRO 41","Industrial","1","226","226","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","KILOMETRO 41","Comercial","8","73","9.13","4","12","3"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","KILOMETRO 41","Publico / Oficial","9","173","19.22","7","172","24.57"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","LA DORADA","Estrato1","4.225","84.42","19.98","3.763","70.505","18.74"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","LA DORADA","Estrato2","9.05","142.738","15.77","8.985","141.384","15.74"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","LA DORADA","Estrato3","4.284","81.337","18.99","4.263","80.784","18.95"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","LA DORADA","Estrato4","375","9.072","24.19","316","6.538","20.69"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","LA DORADA","Estrato5","61","2.43","39.84","4","129","32.25"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","LA DORADA","Estrato6","11","272","24.73","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","LA DORADA","Industrial","4","13.107","3,276.75","3","1.752","584"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","LA DORADA","Comercial","1.27","28.378","22.34","1.243","25.736","20.7"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","LA DORADA","Publico / Oficial","100","50.405","504.05","94","16.667","177.31"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MANZANARES","Estrato1","303","2.325","7.67","241","1.633","6.78"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MANZANARES","Estrato2","1.366","10.446","7.65","1.108","7.737","6.98"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MANZANARES","Estrato3","510","4.963","9.73","496","4.849","9.78"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MANZANARES","Estrato4","14","150","10.71","14","150","10.71"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MANZANARES","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MANZANARES","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MANZANARES","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MANZANARES","Comercial","243","2.401","9.88","237","2.362","9.97"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MANZANARES","Publico / Oficial","37","1.92","51.89","29","1.11","38.28"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARMATO","Estrato1","163","2.706","16.6","33","579","17.55"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARMATO","Estrato2","526","8.85","16.83","379","5.905","15.58"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARMATO","Estrato3","3","59","19.67","1","29","29"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARMATO","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARMATO","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARMATO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARMATO","Industrial","1","13","13","1","13","13"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARMATO","Comercial","74","1.16","15.68","55","586","10.65"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARMATO","Publico / Oficial","23","1.06","46.09","16","972","60.75"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARQUETALIA","Estrato1","673","5.005","7.44","571","4.013","7.03"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARQUETALIA","Estrato2","664","6.378","9.61","562","5.015","8.92"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARQUETALIA","Estrato3","564","5.365","9.51","524","4.801","9.16"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARQUETALIA","Estrato4","11","208","18.91","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARQUETALIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARQUETALIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARQUETALIA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARQUETALIA","Comercial","126","1.711","13.58","107","1.171","10.94"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARQUETALIA","Publico / Oficial","34","1.178","34.65","26","655","25.19"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARULANDA","Estrato1","82","298","3.63","78","264","3.38"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARULANDA","Estrato2","228","1.287","5.64","224","1.264","5.64"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARULANDA","Estrato3","26","121","4.65","26","121","4.65"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARULANDA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARULANDA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARULANDA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARULANDA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARULANDA","Comercial","24","71","2.96","21","70","3.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","MARULANDA","Publico / Oficial","13","208","16","12","208","17.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","NEIRA","Estrato1","82","1.029","12.55","84","1.024","12.19"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","NEIRA","Estrato2","1.215","13.508","11.12","1.102","12.191","11.06"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","NEIRA","Estrato3","1.735","19.592","11.29","1.729","19.509","11.28"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","NEIRA","Estrato4","1","12","12","1","12","12"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","NEIRA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","NEIRA","Estrato6","1","14","14","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","NEIRA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","NEIRA","Comercial","203","3.132","15.43","196","2.425","12.37"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","NEIRA","Publico / Oficial","33","2.292","69.45","31","2.208","71.23"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","PALESTINA","Estrato1","555","5.317","9.58","534","4.9","9.18"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","PALESTINA","Estrato2","680","7.026","10.33","665","6.539","9.83"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","PALESTINA","Estrato3","160","2.138","13.36","145","1.629","11.23"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","PALESTINA","Estrato4","123","1.105","8.98","3","14","4.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","PALESTINA","Estrato5","7","219","31.29","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","PALESTINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","PALESTINA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","PALESTINA","Comercial","87","1.163","13.37","79","629","7.96"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","PALESTINA","Publico / Oficial","17","1.749","102.88","15","1.257","83.8"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","RIOSUCIO","Estrato1","568","5.371","9.46","469","4.165","8.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","RIOSUCIO","Estrato2","1.62","15.375","9.49","1.528","14.041","9.19"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","OCTUBRE","RIOSUCIO","Estrato3","2.686","24.715","9.2","2.661","24.293","9.13"
