AÑO,Mes,Tipo de Estado,Categoria,DESCRIPCION,VALOR
2025,6,Estado de la Situación Financiera,ACTIVOS,ANTICIPOS SOBRE CONVENIOS Y ACUERDOS,826967533.09
2025,6,Estado de la Situación Financiera,ACTIVOS,PROPIEDADES DE INVERSION,13732515966
2025,6,Estado de la Situación Financiera,ACTIVOS,TERRENOS,12217632112
2025,6,Estado de la Situación Financiera,ACTIVOS,EDIFICACIONES,1514883854
2025,6,Estado de la Situación Financiera,ACTIVOS,INTANGIBLES,2402730342.1
2025,6,Estado de la Situación Financiera,ACTIVOS,LICENCIAS,629646445.48
2025,6,Estado de la Situación Financiera,ACTIVOS,SOFTWARE,1773083896.62
2025,6,Estado de la Situación Financiera,ACTIVOS,AMORTIZACION ACUMULADA INTANGIBLE,2021613487.76
2025,6,Estado de la Situación Financiera,ACTIVOS,LICENCIAS,598431446
2025,6,Estado de la Situación Financiera,ACTIVOS,SOFTWARE,1423182041.76
2025,6,Estado de la Situación Financiera,PASIVOS,PASIVOS,466841519916.73
2025,6,Estado de la Situación Financiera,PASIVOS,OPERACIONES DE INSTITUCIONES FINANCIERAS,454895005283.45
2025,6,Estado de la Situación Financiera,PASIVOS,OPERACIONES DE CAPTACION Y SERV.FCIE,454895005283.45
2025,6,Estado de la Situación Financiera,PASIVOS,CERTIFICADOS DE DEPOSITOS A TERMINO,30918710720
2025,6,Estado de la Situación Financiera,PASIVOS,DEPOSITOS DE AHORROS,422346810784.25
2025,6,Estado de la Situación Financiera,PASIVOS,DEPOSITOS ESPECIALES,1629483779.2
2025,6,Estado de la Situación Financiera,PASIVOS,CUENTAS POR PAGAR,1907900408.2
2025,6,Estado de la Situación Financiera,PASIVOS,ADQUISICION DE BIENES Y SERVICIOS NALES,1097638619.89
2025,6,Estado de la Situación Financiera,PASIVOS,BIENES Y SERVICIOS,1097638619.89
2025,6,Estado de la Situación Financiera,PASIVOS,RECURSOS A FAVOR DE TERCEROS,20730374
2025,6,Estado de la Situación Financiera,PASIVOS,ESTAMPILLAS,20730374
2025,6,Estado de la Situación Financiera,PASIVOS,DESCUENTOS DE NOMINA,101143186.26
2025,6,Estado de la Situación Financiera,PASIVOS,APORTES A FONDOS PENSIONALES,26251888
2025,6,Estado de la Situación Financiera,PASIVOS,APORTES EN SEGURIDAD SOCIAL EN SALUD,20709484
2025,6,Estado de la Situación Financiera,PASIVOS,OTROS DESCUENTOS DE NOMINA,54181814.26
2025,6,Estado de la Situación Financiera,PASIVOS,"RETENCION EN LA FUENTE, IMPTO TIMBRE",73967967
2025,6,Estado de la Situación Financiera,PASIVOS,RETENCION HONORARIOS,9830665
2025,6,Estado de la Situación Financiera,PASIVOS,RETENCION SERVICIOS,251621
2025,6,Estado de la Situación Financiera,PASIVOS,RETENCION ARRENDAMIENTO,822678
2025,6,Estado de la Situación Financiera,PASIVOS,RETENCION RENDIMIENTOS FINANCIEROS,51825
2025,6,Estado de la Situación Financiera,PASIVOS,RETENCION COMPRAS,1656
2025,6,Estado de la Situación Financiera,PASIVOS,RETENCION SALARIOS-EMPLEADOS ART. 383 ET,57578153
2025,6,Estado de la Situación Financiera,PASIVOS,IMPUESTO A LAS VENTA RETENIDO,3429702
2025,6,Estado de la Situación Financiera,PASIVOS,RETENCION DE IMPUESTO DE INDUSTRIA Y COM,2001667
2025,6,Estado de la Situación Financiera,PASIVOS,OTRAS CUENTAS POR PAGAR,614420261.05
2025,6,Estado de la Situación Financiera,PASIVOS,ESQUEMAS DE PAGO,515263620.21
2025,6,Estado de la Situación Financiera,PASIVOS,SEGUROS,1389436
2025,6,Estado de la Situación Financiera,PASIVOS,CHEQUES NO COBRADOS O POR RECLAMAR,67159804.84
2025,6,Estado de la Situación Financiera,PASIVOS,APORTES AL ICBF Y SENA,30607400
2025,6,Estado de la Situación Financiera,PASIVOS,OBLIGACIONES LABORALES,1795591710.4
2025,6,Estado de la Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO,796347248
2025,6,Estado de la Situación Financiera,PASIVOS,CESANTIAS,179818053
2025,6,Estado de la Situación Financiera,PASIVOS,INTERESES SOBRE CESANTIAS,10713110
2025,6,Estado de la Situación Financiera,PASIVOS,VACACIONES,173193569
2025,6,Estado de la Situación Financiera,PASIVOS,PRIMA DE VACACIONES,116972592
2025,6,Estado de la Situación Financiera,PASIVOS,PRIMA DE SERVICIOS,151141
2025,6,Estado de la Situación Financiera,PASIVOS,PRIMA DE NAVIDAD,214193343
2025,6,Estado de la Situación Financiera,PASIVOS,APORTE FONDOS PENSIONALES-EMPLEADOR,44971085
2025,6,Estado de la Situación Financiera,PASIVOS,APORTE A SEGURIDAD SOCIAL EN SALUD - EMPLEADOR,31849655
2025,6,Estado de la Situación Financiera,PASIVOS,APORTES A CAJAS DE COMPENSACION FAMILIAR,24484700
2025,6,Estado de la Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,789188092
2025,6,Estado de la Situación Financiera,PASIVOS,OTROS BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,789188092
2025,6,Estado de la Situación Financiera,PASIVOS,BENEFICIOS POSEMPLEO - PENSIONES,210056370.4
2025,6,Estado de la Situación Financiera,PASIVOS,CALCULO ACTUARIAL DE FUTURAS PENSIONES,210056370.4
2025,6,Estado de la Situación Financiera,PASIVOS,OTROS PASIVOS,8243022514.68
2025,6,Estado de la Situación Financiera,PASIVOS,RECURSOS RECIBIDOS EN ADMINISTRACION,8243022514.68
2025,6,Estado de la Situación Financiera,PASIVOS,EN ADMINISTRACION,8243022514.68
2025,6,Estado de la Situación Financiera,PATRIMONIO,PATRIMONIO,232567443587.66
2025,6,Estado de la Situación Financiera,PATRIMONIO,PATRIMONIO INSTITUCIONAL,232567443587.66
2025,6,Estado de la Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2025,6,Estado de la Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2025,6,Estado de la Situación Financiera,PATRIMONIO,RESERVAS,97473220323.66
2025,6,Estado de la Situación Financiera,PATRIMONIO,FONDOS PATRIMONIALES,27610635172.55
2025,6,Estado de la Situación Financiera,PATRIMONIO,OTRAS RESERVAS,69862585151.11
2025,6,Estado de la Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA EJERCICIOS ANTERIORES,34338095835
2025,6,Estado de la Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA EJERCICIOS ANTERIORES,34338095835
2025,6,Estado de la Situación Financiera,PATRIMONIO,RESULTADOS DEL EJERCICIO,5029669734.96
2025,6,Estado de la Situación Financiera,PATRIMONIO,UTILIDAD O EXCEDENTE DEL EJERCICIO,5549285409.04
2025,6,Estado de la Situación Financiera,PATRIMONIO,PERDIDA DEL EJERCICIO,-519615674.08
2025,6,Estado de la Situación Financiera,PATRIMONIO,GAN O PÉRD INVER DE ADMIN LIQUID VAL RAZ CON (ORI),105408257.58
2025,6,Estado de la Situación Financiera,PATRIMONIO,ENTIDADES PRIVADAS,105408257.58
2025,6,Estado de la Situación Financiera,PATRIMONIO,GAN O PÉRD APLIC MÉTOD PART PATR INVER ASOCIADAS,9434367422.79
2025,6,Estado de la Situación Financiera,PATRIMONIO,INVERSIONES EMP INDUS Y COMERC DEL EST SOCIETARIAS,12444431449.39
2025,6,Estado de la Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,-3010064026.6
2025,6,Estado de Resultados,INGRESOS,INGRESOS,29905371095.03
2025,6,Estado de Resultados,INGRESOS,VENTA DE SERVICIOS,19660894936
2025,6,Estado de Resultados,INGRESOS,OTROS SERVICIOS,19660894936
2025,6,Estado de Resultados,INGRESOS,OTROS SERVICIOS,19660894936
2025,6,Estado de Resultados,INGRESOS,OTROS INGRESOS,10244476159.03
2025,6,Estado de Resultados,INGRESOS,FINANCIEROS,10003470664.43
2025,6,Estado de Resultados,INGRESOS,INTERESES SOBRE DEPOSITOS EN INST. FINANCIERAS,8804149637.43
2025,6,Estado de Resultados,INGRESOS,INT. DIVID. Y PARTIC. INVERSIONES ADMON LIQUIDEZ,1199321027
2025,6,Estado de Resultados,INGRESOS,OTROS INGRESOS ORDINARIOS,73161129.96
2025,6,Estado de Resultados,INGRESOS,COSTAS PROCESALES A FAVOR DE LA ENTIDAD,30090046
2025,6,Estado de Resultados,INGRESOS,REINTEGROS,43072528.96
2025,6,Estado de Resultados,INGRESOS,OTROS INGRESOS DIVERSOS,-1445
2025,6,Estado de Resultados,INGRESOS,REVERSION DEL DETERIORO DEL VALOR,167844364.64
2025,6,Estado de Resultados,INGRESOS,PRESTAMOS POR COBRAR,167844364.64
2025,6,Estado de Resultados,GASTOS,GASTOS,29905371095.03
2025,6,Estado de Resultados,GASTOS,ADMINISTRACION,4789642371.29
2025,6,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,1158980188
2025,6,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1102326845
2025,6,Estado de Resultados,GASTOS,GASTOS DE REPRESENTACION,56653343
2025,6,Estado de Resultados,GASTOS,CONTRIBUCIONES IMPUTADAS,9404382
2025,6,Estado de Resultados,GASTOS,OTRAS CONTRIBUCIONES  IMPUTADAS,9404382
2025,6,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,308126219
2025,6,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,54520700
2025,6,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,101634959
2025,6,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,8242900
2025,6,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMIT. DE PRIMA,138505141
2025,6,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI.DEL REGIME,5222519
2025,6,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,68156800
2025,6,Estado de Resultados,GASTOS,APORTES AL I.C.B.F,40892900
2025,6,Estado de Resultados,GASTOS,APORTES AL SENA,27263900
2025,6,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,598489922
2025,6,Estado de Resultados,GASTOS,VACACIONES,80241524
2025,6,Estado de Resultados,GASTOS,CESANTIAS,200799238
2025,6,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,6232357
2025,6,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,56691712
2025,6,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,117032248
2025,6,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,104376303
2025,6,Estado de Resultados,GASTOS,OTRAS PRESTACIONES,33116540
2025,6,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,233624796
2025,6,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",215664673
2025,6,Estado de Resultados,GASTOS,VIATICOS,10845856
2025,6,Estado de Resultados,GASTOS,OTROS GASTOS DE PERSONAL DIVERSO,7114267
2025,6,Estado de Resultados,GASTOS,GASTOS GENERALES,2348922654.29
2025,6,Estado de Resultados,GASTOS,ESTUDIOS Y PROYECTOS,1964442752.29
2025,6,Estado de Resultados,GASTOS,MATERIALES Y SUMINISTROS,16468231
2025,6,Estado de Resultados,GASTOS,MANTENIMIENTOS,2461122
2025,6,Estado de Resultados,GASTOS,ARRENDAMIENTOS,167826384
2025,6,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,11792436
2025,6,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,45000
2025,6,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,112215810
2025,6,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,1046690
2025,6,Estado de Resultados,GASTOS,GASTOS LEGALES,124229
2025,6,Estado de Resultados,GASTOS,HONORARIOS,72500000
2025,6,Estado de Resultados,GASTOS,IMPUESTOS CONTRIBUCIONES Y TASAS,63937410
2025,6,Estado de Resultados,GASTOS,CUOTA DE FISCALIZACION Y AUDITAJE,63937410
2025,6,Estado de Resultados,GASTOS,DE OPERACION,2971786012.93
2025,6,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,917481393
2025,6,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,917481393
2025,6,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,255177338
2025,6,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,46984900
2025,6,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,84301154
2025,6,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,4631600
2025,6,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DE PRIMAS,94916114
2025,6,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DEL REGIM,24343570
2025,6,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,58735200
2025,6,Estado de Resultados,GASTOS,APORTES AL I.C.B.F.,35240800
2025,6,Estado de Resultados,GASTOS,APORTES AL SENA,23494400
2025,6,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,590271579
2025,6,Estado de Resultados,GASTOS,VACACIONES,68927975
2025,6,Estado de Resultados,GASTOS,CESANTIAS,245468066
2025,6,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,4494692
2025,6,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,48452967
2025,6,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,98184328
2025,6,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,85904965
2025,6,Estado de Resultados,GASTOS,OTRAS PRESTACIONES SOCIALES,38838586
2025,6,Estado de Resultados,GASTOS,GASTOS GENERALES,1131715258.93
2025,6,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,63465770.73
2025,6,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,7097540
2025,6,Estado de Resultados,GASTOS,PUBLICIDAD Y PROPAGANDA,600000000
2025,6,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,58019225.2
2025,6,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,52441521
2025,6,Estado de Resultados,GASTOS,HONORARIOS,349034980
2025,6,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,18405244
2025,6,Estado de Resultados,GASTOS,VIATICOS,9075513
2025,6,Estado de Resultados,GASTOS,OTROS GASTOS PERSONAL DIVERSOS,9329731
2025,6,Estado de Resultados,GASTOS,"PROVISIONES,AGOTAM. Y DEPRECIACIONES",1180396667.04
2025,6,Estado de Resultados,GASTOS,DETERIORO DE PRESTAMOS POR COBRAR,940155509
2025,6,Estado de Resultados,GASTOS,PRESTAMOS CONCEDIDOS,940155509
2025,6,Estado de Resultados,GASTOS,"DEPRECIACION DE PROPIEDADES, PLANTA Y EQUIPO",240241158.04
2025,6,Estado de Resultados,GASTOS,EDIFICACIONES,41121279.42
2025,6,Estado de Resultados,GASTOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",97302292.24
2025,6,Estado de Resultados,GASTOS,EQUIPOS DE COMUNICACION Y COMPUTACION,62626311.96
2025,6,Estado de Resultados,GASTOS,"EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION",39191274.42
2025,6,Estado de Resultados,GASTOS,OTROS GASTOS,7609948195.23
2025,6,Estado de Resultados,GASTOS,FINANCIEROS,7609948195.23
2025,6,Estado de Resultados,GASTOS,INTERESES SOBRE DEPOSITOS Y EXIGIBILIDADES,7608679297
2025,6,Estado de Resultados,GASTOS,OTROS GASTOS FINANCIEROS,1268898.23
2025,6,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,13353597848.54
2025,6,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,13353597848.54
2025,6,Estado de Resultados,GASTOS,Cierre de ingresos gastos y costos,13353597848.54
